number;x;y;status
;6131.17;7880.55;start
;6111.155085618456;7855.048189071472;0
;5831.66;7835.48;0
;5776.89;7852.41;0
;5803.499841166544;7872.9580198727635;stop
;5845.37;7905.29;0
;5975.05;7933.91;0
;6014.571435152653;7914.905543943513;0
